0,1,0
1,1,0
2,1,494
3,1,0
4,1,32
5,1,0
6,1,132
7,1,183
8,1,0
9,1,0
10,1,0
11,1,0
12,1,55
13,1,64
14,1,123
15,1,64
16,1,96
17,1,403
18,1,50
19,1,82
20,1,0
21,1,0
22,1,0
23,1,0
24,1,0
25,1,0
26,1,0
27,1,32
28,1,0
29,1,50
30,1,110
31,1,0
32,1,0
33,1,0
34,1,64
35,1,0
36,1,183
37,1,23
38,1,50
39,1,50
40,1,50
41,1,1120
42,1,0
43,1,0
44,1,155
45,1,0
46,1,123
47,1,2067
48,1,0
49,1,362
50,1,101
51,1,891
52,1,50
53,1,100
54,1,0
55,1,55
56,1,64
57,1,132
58,1,0
59,1,78
60,1,0
61,1,46
62,1,581
63,1,0
64,1,704
65,1,92
66,1,100
67,1,0
68,1,23
69,1,50
70,1,123
71,1,0
72,1,50
73,1,0
74,1,0
75,1,3615
76,1,0
77,1,0
78,1,32
79,1,146
80,1,0
81,1,50
82,1,306
83,1,617
84,1,0
85,1,0
86,1,82
87,1,123
88,1,0
89,1,55
90,1,283
91,1,78
92,1,429
93,1,0
94,1,0
95,1,0
96,1,87
97,1,0
98,1,64
99,1,0
100,1,169
101,1,0
102,1,640
103,1,0
104,1,32
105,1,14419
106,1,0
107,1,0
108,1,123
109,1,0
110,1,101
111,1,133
112,1,0
113,1,0
114,1,64
115,1,123
116,1,50
117,1,0
118,1,558
119,1,0
120,1,100
121,1,0
122,1,0
123,1,55
124,1,0
125,1,64
126,1,0
127,1,55
128,1,55
129,1,64
130,1,50
131,1,50
132,1,32
133,1,0
134,1,64
135,1,23
136,1,0
137,1,0
138,1,82
139,1,50
140,1,0
141,1,22139
142,1,46
143,1,55
144,1,0
145,1,50
146,1,69
147,1,0
148,1,205
149,1,165
150,1,123
151,1,1888
152,1,1250
153,1,0
154,1,0
155,1,4366
156,1,23
157,1,146
158,1,3113
159,1,1353
160,1,0
161,1,64
162,1,0
163,1,0
164,1,0
165,1,50
166,1,0
167,1,7424
168,1,0
169,1,32
170,1,55
171,1,132
172,1,156
173,1,32
174,1,3624
175,1,183
176,1,0
177,1,1622
178,1,0
179,1,32
180,1,114
181,1,100
182,1,0
183,1,0
184,1,64
185,1,0
186,1,0
187,1,50
188,1,46
189,1,0
190,1,0
191,1,183
192,1,0
193,1,0
194,1,265
195,1,0
196,1,941
197,1,100
198,1,246
199,1,114
200,1,178
201,1,0
202,1,0
203,1,32
204,1,46
205,1,3858
206,1,2767
207,1,0
208,1,0
209,1,32
210,1,155
211,1,1755
212,1,183
213,1,101
214,1,23
215,1,512
216,1,101
217,1,32
218,1,0
219,1,292
220,1,0
221,1,224
222,1,155
223,1,50
224,1,82
225,1,0
226,1,50
227,1,23
228,1,32
229,1,23
230,1,0
231,1,0
232,1,1472
233,1,0
234,1,0
235,1,224
236,1,78
237,1,0
238,1,0
239,1,0
240,1,4762
241,1,0
242,1,101
243,1,0
244,1,366
245,1,0
246,1,32
247,1,7659
248,1,0
249,1,0
250,1,315
251,1,0
252,1,50
253,1,196
254,1,0
255,1,0
256,1,0
257,1,0
258,1,123
259,1,0
260,1,269
261,1,224
262,1,6056
263,1,50
264,1,0
265,1,956
266,1,0
267,1,0
268,1,100
269,1,233
270,1,46
271,1,0
272,1,274
273,1,50
274,1,23
275,1,0
276,1,110
277,1,32
278,1,0
279,1,0
280,1,146
281,1,0
282,1,64
283,1,0
284,1,0
285,1,50
286,1,0
287,1,0
288,1,32
289,1,0
290,1,142
291,1,32
292,1,82
293,1,32
294,1,100
295,1,617
296,1,0
297,1,759
298,1,32
299,1,617
